minute,cpu_load
7250,0.2899169921875
7251,0.001293182373046875
7255,0.0069427490234375
7260,0.0007915496826171875
7265,0.00017261505126953125
7280,0.002956390380859375
7285,0.0031757354736328125
7294,0.0693206787109375
7315,0.000171661376953125
7325,0.42572021484375
7345,33.799560546875
7350,0.009492874145507812
7355,1.0552978515625
7367,0.00042438507080078125
7370,0.43310546875
7375,0.1204833984375
7411,5.626678466796875e-05
7430,0.002208709716796875
7438,0.00042247772216796875
7445,0.5467262268066406
7447,0.0
7470,0.399169921875
7478,8.106231689453125e-05
7479,0.0
7495,1.2079315185546875
7500,7.82012939453125e-05
7548,0.0
7554,0.0008306503295898438
7565,13.851816177368164
7569,1.430511474609375e-05
7575,0.0138092041015625
7580,0.01239013671875
7585,0.7119007110595703
7595,0.5246200561523438
7605,5.53045654296875
7640,0.0009355545043945312
7646,0.000804901123046875
7656,0.035858154296875
7660,0.02325439453125
7666,0.000652313232421875
7670,0.0043010711669921875
7680,0.004085540771484375
7685,0.0043182373046875
7695,0.02149200439453125
7705,0.0135650634765625
7710,0.143280029296875
7735,0.0003108978271484375
7745,0.01026153564453125
7753,0.0004730224609375
7755,0.0225830078125
7795,0.030798912048339844
7800,0.0213623046875
7805,0.023316383361816406
7867,0.006592750549316406
7875,4.476523399353027
7880,0.1535167694091797
7895,0.0006999969482421875
7910,10.23175048828125
7925,0.038031578063964844
7945,0.163482666015625
7950,0.0005817413330078125
7958,0.00023174285888671875
7960,0.0623779296875
7965,0.00012874603271484375
7977,0.0
7985,0.0070343017578125
7990,0.24207687377929688
8000,0.03521728515625
8010,0.00180816650390625
8015,4.896148681640625
8019,0.002452850341796875
8020,0.000125885009765625
8025,0.0136871337890625
8035,8.869171142578125e-05
8040,0.00110626220703125
8050,0.0011463165283203125
8055,0.029679298400878906
8060,0.033171653747558594
8062,0.168914794921875
8065,0.01677417755126953
8072,0.0028018951416015625
8075,0.08678817749023438
8100,0.00014209747314453125
8110,0.2528076171875
8120,0.012846946716308594
8124,5.626678466796875e-05
8125,0.0001506805419921875
8129,0.0015411376953125
8141,0.0
8142,0.0025177001953125
8150,0.00782012939453125
8155,0.1914205551147461
8158,0.00035858154296875
8160,0.010474205017089844
8170,0.0845947265625
8180,0.0016222000122070312
8188,0.0
8255,0.00037860870361328125
8260,0.5179157257080078
8265,0.1090087890625
8270,0.012371063232421875
8290,0.343505859375
8299,0.002109527587890625
8310,0.695770263671875
8315,1.581573486328125
8340,0.0029239654541015625
8345,3.475311279296875
8355,0.0002651214599609375
8375,0.0006208419799804688
8380,0.0349273681640625
8385,0.060699462890625
8395,4.28466796875
8400,0.0013675689697265625
8405,0.000858306884765625
8410,0.02752685546875
8417,0.0502777099609375
8430,3.8558807373046875
8440,2.145244598388672
8443,0.0
8445,0.0084991455078125
8450,0.679931640625
8451,1.1199951171875
8465,0.28564453125
8470,12.4906005859375
8475,0.0203399658203125
8480,0.20703125
8485,0.09027099609375
8500,0.0027780532836914062
8516,0.003391265869140625
8530,0.017425537109375
8535,0.0001621246337890625
8545,0.01132965087890625
8547,0.0489501953125
8555,0.0025482177734375
8565,0.016815185546875
8600,0.0148773193359375
8630,1.4306869506835938
8635,0.002574920654296875
8643,0.003353118896484375
8645,0.0038709640502929688
8649,0.2123260498046875
8650,0.0234375
8651,0.0017795562744140625
8655,0.044681549072265625
8660,0.04583740234375
8665,0.0
8675,0.018096923828125
8680,0.5955810546875
8685,0.33298492431640625
8694,0.0
8700,26.89453125
8710,3.75
8725,0.7141075134277344
8740,0.724365234375
8750,0.07061767578125
8762,0.0
8765,17.529403686523438
8784,0.00022411346435546875
8785,0.031103134155273438
8790,0.002490997314453125
8795,0.0007915496826171875
8810,0.0074672698974609375
8815,0.00042629241943359375
8820,0.0223846435546875
8837,0.0004444122314453125
8860,0.002490997314453125
8865,0.0021791458129882812
8870,0.0030059814453125
8890,0.0122528076171875
8900,0.004799842834472656
8910,0.003025054931640625
8912,0.00508880615234375
8913,0.0036773681640625
8915,0.2061614990234375
8920,0.44006824493408203
8940,0.0274810791015625
8965,0.008907318115234375
8975,0.00156402587890625
8980,0.006805419921875
8995,0.037837982177734375
9015,3.7872314453125
9045,0.5350112915039062
9070,0.001041412353515625
9080,0.0
9090,0.0054931640625
9110,0.1398458480834961
9115,2.732942581176758
9125,3.5418701171875
9133,0.0015649795532226562
9150,0.0120086669921875
9155,0.0040225982666015625
9170,2.009124755859375
9185,0.90576171875
9198,0.0048980712890625
9205,1.89691162109375
9210,0.000553131103515625
9230,0.006526947021484375
9241,0.0
9246,0.003078460693359375
9255,0.011322021484375
9262,0.009489059448242188
9290,0.000507354736328125
9293,0.030673980712890625
9330,1.3733291625976562
9335,0.183624267578125
9346,0.002208709716796875
9355,2.006011962890625
9360,10.106719970703125
9370,0.005100250244140625
9380,0.099365234375
9395,2.49078369140625
9400,0.008905410766601562
9410,0.1735687255859375
9415,0.001476287841796875
9418,0.0
9420,0.27213287353515625
9430,0.01894378662109375
9434,0.06649303436279297
9435,0.22240447998046875
9455,0.019134521484375
9460,0.0041656494140625
9463,0.0005121231079101562
9475,0.2242584228515625
9480,0.13324737548828125
9485,0.0496826171875
9495,0.12027740478515625
9510,0.00011157989501953125
9513,0.04412841796875
9515,0.20692825317382812
9517,0.002391815185546875
9526,5.245208740234375e-05
9530,0.0522613525390625
9536,2.002716064453125e-05
9537,4.3009185791015625
9550,0.00015544891357421875
9580,0.057220458984375
9585,0.000125885009765625
9594,0.00041961669921875
9610,0.1513671875
9625,0.009844779968261719
9635,0.06555747985839844
9639,0.000217437744140625
9655,0.053429603576660156
9660,0.03886604309082031
9665,0.00019741058349609375
9675,0.033447265625
9680,0.0015926361083984375
9690,0.002559661865234375
9695,0.0018596649169921875
9705,0.00844573974609375
9710,0.0013103485107421875
9715,0.0014505386352539062
9740,0.0347900390625
9755,0.009857177734375
9761,0.056396484375
9780,5.9691162109375
9785,0.3953275680541992
9800,0.0002689361572265625
9805,0.00012493133544921875
9810,0.001163482666015625
9826,6.4849853515625e-05
9845,0.3310527801513672
9850,0.2481842041015625
9855,0.16162109375
9860,0.27374267578125
9865,0.80938720703125
9875,0.6762962341308594
9880,6.2754058837890625
9884,0.0
9890,0.019866943359375
9895,0.0404052734375
9900,0.0
9908,0.00388336181640625
9915,0.002521514892578125
9917,0.0
9919,0.25885772705078125
9920,0.0002346038818359375
9925,0.008836746215820312
9930,0.001220703125
9934,0.03302192687988281
9955,0.0508880615234375
9975,0.01572418212890625
9977,0.0008182525634765625
10025,0.5316162109375
10030,0.1152191162109375
10040,0.006651878356933594
10055,0.0077991485595703125
10087,0.0649261474609375
10095,0.000972747802734375
10098,0.0012874603271484375
10105,0.046142578125
10120,0.020843505859375
10135,6.008148193359375e-05
10136,0.0177001953125
10150,0.0121612548828125
10153,0.004062652587890625
10155,1.50909423828125
10160,0.0863199234008789
10180,0.6401538848876953
10197,0.0
10230,0.00360870361328125
10260,0.28900146484375
10275,0.006842613220214844
