minute,cpu_avg,cpu_max,mem_avg,assigned_mem
665,0.8062566121419271,0.016754150390625,0.3752390543619792,0.1841239929199149
672,0.5317700703938802,0.00022029876708984375,0.30060799916585285,0.000279426574707
679,0.2188889185587565,0.00038909912109375,0.0324090321858724,0.0002803802490234
690,0.022253990173339844,0.05859375,0.020311991373697918,0.06811141967773379
693,0.036438306172688804,0.0006504058837890625,0.03648090362548828,0.4190521240234288
695,0.038963635762532554,0.00395965576171875,0.038005828857421875,0.018062591552734
699,0.016862233479817707,0.0006837844848632812,0.017775535583496094,0.0069961547851562
700,0.008749643961588541,0.003269195556640625,0.004242261250813802,0.011643409729003
702,0.006303151448567708,0.00502777099609375,0.0027618408203125,0.0002784729003906
704,0.006289164225260417,9.441375732421875e-05,0.0028203328450520835,0.0002803802490234
710,1.07757568359375,0.0682373046875,0.18402735392252603,1.03143310546875
715,1.0800447463989258,0.00628662109375,0.187467892964681,0.004171371459960899
716,1.0800882975260417,0.00403594970703125,0.18746153513590494,0.0002765655517578
720,0.007181803385416667,0.0096893310546875,0.005025545756022136,0.0146026611328125
730,0.007837295532226562,0.04498291015625,0.0030078887939453125,0.0086593627929687
740,0.41539446512858075,0.115478515625,0.006539344787597656,0.0
760,0.41340287526448566,0.062744140625,0.009420077006022135,0.0557975769042959
770,0.41073131561279297,0.00435638427734375,0.008859634399414062,0.007232666015625
775,0.2251094182332357,0.018798828125,0.06664848327636719,0.401706695556634
790,0.22493680318196616,0.1002197265625,0.06381289164225261,0.0076370239257812
800,0.28684234619140625,0.0081024169921875,0.15314865112304688,0.0
815,0.0648638407389323,0.0001621246337890625,0.09182103474934895,0.0002727508544921
825,0.06279563903808594,0.0018825531005859375,0.09154637654622395,0.0070037841796874
835,0.0008033116658528646,0.00147247314453125,0.0038461685180664062,0.0593185424804687
840,0.0014527638753255208,0.0005359649658203125,0.0069090525309244795,0.0446891784667965
845,0.15489578247070312,0.019256591796875,0.05067761739095052,1.074310302734375
